Schema,表名,表中文名,总行数,原确认状态,复核动作,复核理由,候选时间字段,是否仍需人工确认
PHARMACY,DRUG_DISPENSE_LABLE,,706,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,DISPENSING_DATE_TIME,?
PHARMACY,DRUG_DISPENSE_LABLE_COUNT,,2,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,OPERATOR_DATE,?
PHARMACY,DRUG_DISPENSE_PRE,,409057,待人工确认,promote_core_activity_verified,有数据但缺中文名/备注/验证关系，需人工确认??? SQL ???30? 369741 ??????,DISPENSING_DATE_TIME_PRE,?
PHARMACY,DRUG_DISPENSE_PRE_BACKUP2025,,5,待人工确认,exclude_activity_or_backup_corrected,有数据但缺中文名/备注/验证关系，需人工确认????? BACKUP/DEL/C0525325/??????,DISPENSING_DATE_TIME_PRE,?
PHARMACY,DRUG_DISPENSE_PRE_BK,,468,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,DISPENSING_DATE_TIME_PRE,?
PHARMACY,DRUG_DISPENSE_REC_BK,,457,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,DISPENSING_DATE_TIME,?
PHARMACY,DRUG_DISPENSE_REC_MASTER,医嘱打印记录表,2624202,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：DISPENSING_DATE_TIME，需后续只读 SQL 补近30天活跃度,DISPENSING_DATE_TIME,?
PHARMACY,DRUG_DISPENSE_REQ,摆药请求,29320,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：DISPENSARY，需后续只读 SQL 补近30天活跃度,DISPENSARY,?
PHARMACY,DRUG_DISPENSE_REQ_BACKUP2025,,5,待人工确认,exclude_activity_or_backup_corrected,有数据但缺中文名/备注/验证关系，需人工确认????? BACKUP/DEL/C0525325/??????,POST_DATE_TIME,?
PHARMACY,DRUG_DISPENS_PROPERTY,药品摆药分类定义,13188,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
PHARMACY,DRUG_EXPORT_DETAIL,药品出库明细记录,714949,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：EXPIRE_DATE，需后续只读 SQL 补近30天活跃度,EXPIRE_DATE,?
PHARMACY,DRUG_EXPORT_MASTER,药品出库主记录,158652,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：EXPORT_DATE，需后续只读 SQL 补近30天活跃度,EXPORT_DATE,?
PHARMACY,DRUG_IMPORT_DETAIL,药品入库明细记录,849427,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：EXPIRE_DATE，需后续只读 SQL 补近30天活跃度,EXPIRE_DATE,?
PHARMACY,DRUG_IMPORT_DETAIL_DEL20170523,,12,待人工确认,exclude_activity_or_backup_corrected,有数据但缺中文名/备注/验证关系，需人工确认????? BACKUP/DEL/C0525325/??????,EXPIRE_DATE,?
PHARMACY,DRUG_IMPORT_MASTER,药品入库主记录,279037,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：IMPORT_DATE，需后续只读 SQL 补近30天活跃度,IMPORT_DATE,?
PHARMACY,DRUG_IMPORT_MASTER_DEL20170523,,3,待人工确认,exclude_activity_or_backup_corrected,有数据但缺中文名/备注/验证关系，需人工确认????? BACKUP/DEL/C0525325/??????,IMPORT_DATE,?
PHARMACY,DRUG_INVENTORY_BALANCE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
PHARMACY,DRUG_INVENTORY_CHECK,盘点表,6810666,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
PHARMACY,DRUG_INVENTORY_CHECK_BACK,,7128,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,,?
PHARMACY,DRUG_LEDGER,药品总账,13384,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：ACCT_DATE，需后续只读 SQL 补近30天活跃度,ACCT_DATE,?
PHARMACY,DRUG_PACKAGES,药局药品分装记录,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
PHARMACY,DRUG_PRESC_DETAIL_BACKUP2025,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,PRESC_DATE,?
PHARMACY,DRUG_PRESC_DETAIL_TEMP,待发药处方明细记录,67589,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,PRESC_DATE,?
PHARMACY,DRUG_PRESC_MASTER_BACKUP2025,,72,待人工确认,exclude_activity_or_backup_corrected,有数据但缺中文名/备注/验证关系，需人工确认????? BACKUP/DEL/C0525325/??????,PRESC_DATE,?
PHARMACY,DRUG_PRESC_MASTER_TEMP,待发药处方主记录,12347,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,PRESC_DATE,?
PHARMACY,DRUG_PRESC_QUEUE,,0,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,PRESC_DATE,?
PHARMACY,DRUG_PRICE_MODIFY,药品调价记录,10660,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：NOTICE_EFFICIENT_DATE，需后续只读 SQL 补近30天活跃度,NOTICE_EFFICIENT_DATE,?
PHARMACY,DRUG_PRICE_MODIFY_PROFIT,药品调价盈亏表,17099,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：ACTUAL_EFFICIENT_DATE，需后续只读 SQL 补近30天活跃度,ACTUAL_EFFICIENT_DATE,?
PHARMACY,DRUG_PRICE_PROFIT,药品调价盈亏记录,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,PRICE_ADJUSTED_DATE,?
PHARMACY,DRUG_PROVIDE_APPLICATION,药品发放申请,1231,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：ENTER_DATE_TIME，需后续只读 SQL 补近30天活跃度,ENTER_DATE_TIME,?
PHARMACY,DRUG_PROVIDE_NOTICE,药品发放通知,186,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：PROVIDE_DATE，需后续只读 SQL 补近30天活跃度,PROVIDE_DATE,?
PHARMACY,DRUG_PROVIDE_NOTICE_NEW,药品发放通知,3028,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：PROVIDE_DATE，需后续只读 SQL 补近30天活跃度,PROVIDE_DATE,?
PHARMACY,DRUG_PURCHASE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,PLAN_DATE,?
PHARMACY,DRUG_STOCK,药品库存,122601,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：EXPIRE_DATE，需后续只读 SQL 补近30天活跃度,EXPIRE_DATE,?
PHARMACY,DRUG_STOCK_0930,财务要的数据,99196,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：EXPIRE_DATE，需后续只读 SQL 补近30天活跃度,EXPIRE_DATE,?
PHARMACY,DRUG_STOCK_BALANCE,药品结转记录,262740,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：OPERATE_DATE，需后续只读 SQL 补近30天活跃度,OPERATE_DATE,?
PHARMACY,DRUG_STOCK_BALANCE_COMPARE,药品结转记录,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,OPERATE_DATE,?
PHARMACY,DRUG_STOCK_BEGINNING,药品库存期初数,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,EXPIRE_DATE,?
PHARMACY,DRUG_STOCK_DETAIL,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
PHARMACY,DRUG_STOCK_LOCATION,库存盘点货位,5812,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：EXPIRE_DATE，需后续只读 SQL 补近30天活跃度,EXPIRE_DATE,?
PHARMACY,DRUG_STOCK_LOG,药品库存快照 按天,6444719,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,EXPIRE_DATE,?
PHARMACY,DRUG_STORAGE_DEPT,药品库存单位字典,20,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
PHARMACY,DRUG_STORAGE_PROFILE,药品库存定义,24570,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
PHARMACY,DRUG_YPID,,1842,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
PHARMACY,MANAGED_DRUG_CATALOG,特殊管理药品目录,0,待人工确认,remain_manual,规则未能确定,,?
PHARMACY,NEW_DRUG_MESSAGE,新药发布,1,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：RELEASE_DATE，需后续只读 SQL 补近30天活跃度,RELEASE_DATE,?
PHARMACY,PREPARATION_COST,制剂成本,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
PHARMACY,PREPARATION_DEPT_DESC,制剂室配置表,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
PHARMACY,PREPARATION_MASTER,制剂配制记录,0,待人工确认,remain_manual,规则未能确定,PREPARATION_DATE,?
PHARMACY,PREPARATION_OPERATING_RULE,制剂配制规范,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,ENTER_DATE,?
PHARMACY,PREPARATION_PRESC,制剂处方,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
PHARMACY,PREPARATION_PRICE_LIST,制剂价表,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,START_DATE,?
PHARMACY,PREPARATION_PROBLEM,制剂配制问题记录,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,ENTER_DATE,?
PHARMACY,PREPARATION_RAW_MATERIAL,制剂配制投料记录,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
PHARMACY,PREPARATION_TEST,制剂检验记录,0,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,TEST_REPORT_NO,?
